beacon;city;faaId;iata;rwy_num;mag_dec;wmoId;site;runways;name;lat;lid;country;icao;priority;passengers;rwy_len;lon;type;source;state;tz;use;subd;prior;ind;city_icao;country_code;traffic;information;elevation_aerodrome;TOWER_COMMUNICATION;AERODROME_SERVICES;AERODROME_CTR;freqs.RADIO;freqs.ATIS;freqs.DELIVERY/GROUND;freqs.TOWER;freqs.APPROACH;freqs.SAR;freqs.TELEPHONE;freqs.FIC_NAME;freqs.FIC_FREQUENCY;freqs.FIC_NAME_2;freqs.FIC_FREQUENCY_2;url.aviationweather.airport;url.wikipedia;url.website;url.geo;url.wikipedia.aerodrome.image;url.custom_url
;Vilsbiburg;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [48.426109314, 12.3452777863], 'elevation': 1450.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Vilsbiburg Airport;48.426109314;;Germany;EDMP;;;;12.3452777863;;;;Europe/Berlin;public;Bayern;;;Vilsbiburg (EDMP);DE;;;1450.0;False;False;False;;;;;;;;;;;;;;;;;
;Donauworth;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [48.7027778625, 10.851111412], 'elevation': 1312.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Donauworth-Genderkingen Airport;48.7027778625;;Germany;EDMQ;;;;10.851111412;;;;Europe/Berlin;public;Bayern;;;Donauworth (EDMQ);DE;;;1312.0;False;False;False;;;;;;;;;;;;;;;;;
;Straubing;;RBM;;;;;[{'id': '10/28', 'dimension': '', 'surface': {'type': 'hard', 'surface': 'asphalt', 'condition': None}, 'alignment': None, 'number': ['10', '28'], 'length': 1350, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '1350', 'LDA': None, '10': {'latlon': [48.9008331299, 12.516667366], 'elevation': 1047.0, 'heading': '10', 'displaced threshold': None}, '28': {'latlon': [48.9008331299, 12.516667366], 'elevation': 1047.0, 'heading': '28', 'displaced threshold': None}, 'slope': 0, 'properties': None}];Straubing Airport;48.9008331299;;Germany;EDMS;;;;12.516667366;;;;Europe/Berlin;military;Bayern;;;Straubing (EDMS);DE;;;2.0;False;False;False;;;;;;;;;;;;;https://en.wikipedia.org/wiki/Straubing_Wallmühle_Airport;https://www.airport-straubing.com;https://geohack.toolforge.org/geohack.php?pagename=Straubing_Wallm%C3%BChle_Airport&params=48_54_05_N_012_31_03_E_type:airport;https://upload.wikimedia.org/wikipedia/commons/c/c1/Aerial_image_of_the_Straubing_airfield.jpg;
;Tannheim;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [48.0099983215, 10.098610878], 'elevation': 1903.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Tannheim Airport;48.0099983215;;Germany;EDMT;;;;10.098610878;;;;Europe/Berlin;public;Baden-Württemberg;;;Tannheim (EDMT);DE;;;1903.0;False;False;False;;;;;;;;;;;;;;;;;
;Gundelfingen a.d.Donau;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [48.569442749, 10.3588886261], 'elevation': 1447.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Gundelfingen Airport;48.569442749;;Germany;EDMU;;;;10.3588886261;;;;Europe/Berlin;public;Bayern;;;Gundelfingen a.d.Donau (EDMU);DE;;;1447.0;False;False;False;;;;;;;;;;;;;;;;;
;Vilshofen;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [48.6349983215, 13.195555687], 'elevation': 991.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Vilshofen Airport;48.6349983215;;Germany;EDMV;;;;13.195555687;;;;Europe/Berlin;public;Bayern;;;Vilshofen (EDMV);DE;;;991.0;False;False;False;;;;;;;;;;;;;;;;;
;Deggendorf;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [48.8302764893, 12.8797216415], 'elevation': 1030.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Deggendorf Airport;48.8302764893;;Germany;EDMW;;;;12.8797216415;;;;Europe/Berlin;public;Bayern;;;Deggendorf (EDMW);DE;;;1030.0;False;False;False;;;;;;;;;;;;;;;;;
;Muhldorf am Inn;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [48.2794456482, 12.5005559921], 'elevation': 1325.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Muhldorf Airport;48.2794456482;;Germany;EDMY;;;;12.5005559921;;;;Europe/Berlin;public;Bayern;;;Muhldorf am Inn (EDMY);DE;;;1325.0;False;False;False;;;;;;;;;;;;;;;;;
;Ampfing;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [48.2636108398, 12.4116668701], 'elevation': 1362.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Ampfing-Waldkraiburg Airport;48.2636108398;;Germany;EDNA;;;;12.4116668701;;;;Europe/Berlin;public;Bayern;;;Ampfing (EDNA);DE;;;1362.0;False;False;False;;;;;;;;;;;;;;;;;
;Arnbruck;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [49.1247215271, 12.9855556488], 'elevation': 1716.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Arnbruck Airport;49.1247215271;;Germany;EDNB;;;;12.9855556488;;;;Europe/Berlin;public;Bayern;;;Arnbruck (EDNB);DE;;;1716.0;False;False;False;;;;;;;;;;;;;;;;;
;Beilngries;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [49.0213890076, 11.4847221375], 'elevation': 1211.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Beilngries Airport;49.0213890076;;Germany;EDNC;;;;11.4847221375;;;;Europe/Berlin;public;Bayern;;;Beilngries (EDNC);DE;;;1211.0;False;False;False;;;;;;;;;;;;;;;;;
;Dinkelsbuhl;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [49.0649986267, 10.4011106491], 'elevation': 1598.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Dinkelsbuhl-Sinbronn Airport;49.0649986267;;Germany;EDND;;;;10.4011106491;;;;Europe/Berlin;public;Bayern;;;Dinkelsbuhl (EDND);DE;;;1598.0;False;False;False;;;;;;;;;;;;;;;;;
;Erbach;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [48.3422203064, 9.9161109924], 'elevation': 1558.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Erbach Airport;48.3422203064;;Germany;EDNE;;;;9.9161109924;;;;Europe/Berlin;public;Baden-Württemberg;;;Erbach (EDNE);DE;;;1558.0;False;False;False;;;;;;;;;;;;;;;;;
;Elsenthal Grafe;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [48.8224983215, 13.3675003052], 'elevation': 1417.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Elsenthal Grafe Airport;48.8224983215;;Germany;EDNF;;;;13.3675003052;;;;Europe/Berlin;;Bayern;;;Elsenthal Grafe (EDNF);DE;;;1417.0;False;False;False;;;;;;;;;;;;;;;;;
;Giengen an der Brenz;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [48.6341667175, 10.2163887024], 'elevation': 1696.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Giengen/Brenz Airport;48.6341667175;;Germany;EDNG;;;;10.2163887024;;;;Europe/Berlin;public;Baden-Württemberg;;;Giengen an der Brenz (EDNG);DE;;;1696.0;False;False;False;;;;;;;;;;;;;;;;;
;Bad Worishofen;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [48.0163879395, 10.6161108017], 'elevation': 1220.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Bad Worishofen-Nord Airport;48.0163879395;;Germany;EDNH;;;;10.6161108017;;;;Europe/Berlin;public;Bayern;;;Bad Worishofen (EDNH);DE;;;1220.0;False;False;False;;;;;;;;;;;;;;;;;
;Berching;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [49.1305541992, 11.4430561066], 'elevation': 1266.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Berching Airport;49.1305541992;;Germany;EDNI;;;;11.4430561066;;;;Europe/Berlin;public;Bayern;;;Berching (EDNI);DE;;;1266.0;False;False;False;;;;;;;;;;;;;;;;;
;Neuburg an der Donau;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [48.7819442749, 11.2152776718], 'elevation': 1345.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Neuburg-Egweil Airport;48.7819442749;;Germany;EDNJ;;;;11.2152776718;;;;Europe/Berlin;public;Bayern;;;Neuburg an der Donau (EDNJ);DE;;;1345.0;False;False;False;;;;;;;;;;;;;;;;;
;Kirchdorf am Inn;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [48.2383346558, 12.9766674042], 'elevation': 1138.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Kirchdorf/Inn Airport;48.2383346558;;Germany;EDNK;;;;12.9766674042;;;;Europe/Berlin;public;Bayern;;;Kirchdorf am Inn (EDNK);DE;;;1138.0;False;False;False;;;;;;;;;;;;;;;;;
;Leutkirch;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [47.8588905334, 10.014166832], 'elevation': 2100.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Leutkirch-Unterzeil Airport;47.8588905334;;Germany;EDNL;;;;10.014166832;;;;Europe/Berlin;public;Baden-Württemberg;;;Leutkirch (EDNL);DE;;;2100.0;False;False;False;;;;;;;;;;;;;;;;;
;Nittenau;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [49.2224998474, 12.296667099], 'elevation': 1161.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Nittenau-Bruck Airport;49.2224998474;;Germany;EDNM;;;;12.296667099;;;;Europe/Berlin;;Bayern;;;Nittenau (EDNM);DE;;;1161.0;False;False;False;;;;;;;;;;;;;;;;;
;Nordlingen;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [48.8705558777, 10.5050001144], 'elevation': 1385.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Nordlingen Airport;48.8705558777;;Germany;EDNO;;;;10.5050001144;;;;Europe/Berlin;public;Bayern;;;Nordlingen (EDNO);DE;;;1385.0;False;False;False;;;;;;;;;;;;;;;;;
;Pfarrkirchen;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [48.4202766418, 12.8647222519], 'elevation': 1266.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Pfarrkirchen Airport;48.4202766418;;Germany;EDNP;;;;12.8647222519;;;;Europe/Berlin;public;Bayern;;;Pfarrkirchen (EDNP);DE;;;1266.0;False;False;False;;;;;;;;;;;;;;;;;
;Bopfingen;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [48.8480567932, 10.3338890076], 'elevation': 2028.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Bopfingen Airport;48.8480567932;;Germany;EDNQ;;;;10.3338890076;;;;Europe/Berlin;public;Baden-Württemberg;;;Bopfingen (EDNQ);DE;;;2028.0;False;False;False;;;;;;;;;;;;;;;;;
;Regensburg;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [49.1419448853, 12.0819444656], 'elevation': 1299.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Regensburg-Oberhub Airport;49.1419448853;;Germany;EDNR;;;;12.0819444656;;;;Europe/Berlin;public;Bayern;;;Regensburg (EDNR);DE;;;1299.0;False;False;False;;;;;;;;;;;;;;;;;
;Schwabmunchen;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [48.1791687012, 10.7027778625], 'elevation': 1804.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Schwabmunchen Airport;48.1791687012;;Germany;EDNS;;;;10.7027778625;;;;Europe/Berlin;public;Bayern;;;Schwabmunchen (EDNS);DE;;;1804.0;False;False;False;;;;;;;;;;;;;;;;;
;Treuchtlingen;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [48.9961128235, 10.8841667175], 'elevation': 1345.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Treuchtlingen-Bubenheim Airport;48.9961128235;;Germany;EDNT;;;;10.8841667175;;;;Europe/Berlin;public;Bayern;;;Treuchtlingen (EDNT);DE;;;1345.0;False;False;False;;;;;;;;;;;;;;;;;
;Thannhausen;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [48.2900009155, 10.4419441223], 'elevation': 1611.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Thannhausen Airport;48.2900009155;;Germany;EDNU;;;;10.4419441223;;;;Europe/Berlin;public;Bayern;;;Thannhausen (EDNU);DE;;;1611.0;False;False;False;;;;;;;;;;;;;;;;;
;Vogtareuth;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [47.9461097717, 12.2047224045], 'elevation': 1535.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Vogtareuth Airport;47.9461097717;;Germany;EDNV;;;;12.2047224045;;;;Europe/Berlin;public;Bayern;;;Vogtareuth (EDNV);DE;;;1535.0;False;False;False;;;;;;;;;;;;;;;;;
;Weisenhorn;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [48.2894439697, 10.1402778625], 'elevation': 1644.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Weisenhorn Airport;48.2894439697;;Germany;EDNW;;;;10.1402778625;;;;Europe/Berlin;public;Bayern;;;Weisenhorn (EDNW);DE;;;1644.0;False;False;False;;;;;;;;;;;;;;;;;
;Oberschleisheim;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [48.2394447327, 11.5613889694], 'elevation': 1594.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Oberschleisheim Airfield;48.2394447327;;Germany;EDNX;;;;11.5613889694;;;;Europe/Berlin;public;Bayern;;;Oberschleisheim (EDNX);DE;;;1594.0;False;False;False;;;;;;;;;;;;;;;;;
;Friedrichshafen;;FDH;1;;10935;Friedrichshafen Arpt;[{'id': '06/24', 'dimension': '7730x148', 'surface': {'type': 'hard', 'surface': 'asphalt', 'condition': None}, 'alignment': None, 'number': ['06', '24'], 'length': 7730, 'width': '148', 'TORA': None, 'TODA': None, 'ASDA': '7730', 'LDA': None, '06': {'latlon': [47.66777777777777, 9.501666666666667], 'elevation': '1335', 'heading': '058', 'displaced threshold': '886 Feet'}, '24': {'latlon': [47.681666666666665, 9.526666666666667], 'elevation': '1368', 'heading': '238', 'displaced threshold': '676 Feet'}, 'dimension2': ['7730 x 148 feet', '2356 x 45 meters'], 'slope': 0, 'properties': None}];Friedrichshafen Airport;47.6717;;Germany;EDNY;3;0.0;M;9.5149;ARP;Intl;BW;Europe/Berlin;public;Baden-Württemberg;0;663;Friedrichshafen (EDNY);DE;;;1367.0;True;True;True;;;;;;;;;;;;https://aviationweather.gov/api/data/airport?ids=EDNY&format=json;https://en.wikipedia.org/wiki/Friedrichshafen_Airport;http://www.bodensee-airport.eu/en/;https://geohack.toolforge.org/geohack.php?pagename=Friedrichshafen_Airport&params=47_40_17_N_009_30_41_E_region:DE_type:airport;https://upload.wikimedia.org/wikipedia/commons/7/78/19.10.2020_Flug_mit_dem_Zeppelin_%C3%BCber_den_Flughafen_Friedrichshafen._05.jpg;
;Zell im Fichtelgebirge;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [50.1369438171, 11.7944440842], 'elevation': 2083.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Zell-Haidberg Airport;50.1369438171;;Germany;EDNZ;;;;11.7944440842;;;;Europe/Berlin;public;Bayern;;;Zell im Fichtelgebirge (EDNZ);DE;;;2083.0;False;False;False;;;;;;;;;;;;;;;;;
;Auerbach/Vogtl.;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [50.4988899231, 12.3777780533], 'elevation': 1880.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Auerbach Airport;50.4988899231;;Germany;EDOA;;;;12.3777780533;;;;Europe/Berlin;public;Saxony;;;Auerbach/Vogtl. (EDOA);DE;;;1880.0;False;False;False;;;;;;;;;;;;;;;;;
;Bad Berka;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [50.9044456482, 11.2602777481], 'elevation': 1001.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Bad Berka Airport;50.9044456482;;Germany;EDOB;;;;11.2602777481;;;;Europe/Berlin;public;Thuringia;;;Bad Berka (EDOB);DE;;;1001.0;False;False;False;;;;;;;;;;;;;;;;;
;Gardelegen;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [52.5272216797, 11.3513889313], 'elevation': 230.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Gardelegen Airport;52.5272216797;;Germany;EDOC;;;;11.3513889313;;;;Europe/Berlin;public;Sachsen-Anhalt;;;Gardelegen (EDOC);DE;;;230.0;False;False;False;;;;;;;;;;;;;;;;;
;Reinsdorf;;;;;;;[{'id': '10/28', 'dimension': '', 'surface': {'type': 'soft', 'surface': 'grass', 'condition': None}, 'alignment': None, 'number': ['10', '28'], 'length': 1280, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '1280', 'LDA': None, '10': {'latlon': [51.90333333333333, 13.186944444444444], 'elevation': '335', 'heading': '096', 'displaced threshold': None}, '28': {'latlon': [51.910833333333336, 13.206388888888888], 'elevation': '335', 'heading': '276', 'displaced threshold': None}, 'dimension2': ['4199 x 131 feet', '1280 x 40 meters'], 'slope': 0, 'properties': None}];Reinsdorf Airport;51.9008331299;;Germany;EDOD;;;;13.1944437027;;;;Europe/Berlin;public;Brandenburg;;;Reinsdorf (EDOD);DE;;;335.0;False;False;False;;;;;;;;;;;;;https://en.wikipedia.org/wiki/Reinsdorf_Airfield;http://www.edod.de/;https://geohack.toolforge.org/geohack.php?pagename=Reinsdorf_Airfield&params=51_54_06_N_13_11_48_E_region:DE-BB_type:airport;https://upload.wikimedia.org/wikipedia/commons/1/15/Aerial_image_of_the_Reinsdorf_airfield.jpg;
;Bohlen;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [51.2138900757, 12.3636112213], 'elevation': 430.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Bohlen Airport;51.2138900757;;Germany;EDOE;;;;12.3636112213;;;;Europe/Berlin;public;Saxony;;;Bohlen (EDOE);DE;;;430.0;False;False;False;;;;;;;;;;;;;;;;;
;Bad Frankenhausen;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [51.3725013733, 11.1413888931], 'elevation': 761.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Bad Frankenhausen Airport;51.3725013733;;Germany;EDOF;;;;11.1413888931;;;;Europe/Berlin;public;Thuringia;;;Bad Frankenhausen (EDOF);DE;;;761.0;False;False;False;;;;;;;;;;;;;;;;;
;Torgau;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [51.5711669922, 13.0521669388], 'elevation': 269.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Torgau-Beilrode Airport;51.5711669922;;Germany;EDOG;;;;13.0521669388;;;;Europe/Berlin;public;Saxony;;;Torgau (EDOG);DE;;;269.0;False;False;False;;;;;;;;;;;;;;;;;
;Freiberg;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [50.9483337402, 13.2616672516], 'elevation': 1266.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Langhennersdorf Airport;50.9483337402;;Germany;EDOH;;;;13.2616672516;;;;Europe/Berlin;public;Saxony;;;Freiberg (EDOH);DE;;;1266.0;False;False;False;;;;;;;;;;;;;;;;;
;Nauen;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [52.6616668701, 12.7458333969], 'elevation': 131.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Bienenfarm Airport;52.6616668701;;Germany;EDOI;;;;12.7458333969;;;;Europe/Berlin;public;Brandenburg;;;Nauen (EDOI);DE;;;131.0;False;False;False;;;;;;;;;;;;;;;;;
